path|romaji
kusamakura-by-soseki-natsume-00243|dasu ka to omou to , kakureru . ame ga ugoku no ka , ki ga ugoku no ka ,
kusamakura-by-soseki-natsume-00244|yume ga ugoku no ka , nani to naku fushigi na kokoromochi da .
kusamakura-by-soseki-natsume-00245|michi ha zongai hiroku natsu te , katsu taira da kara ,
kusamakura-by-soseki-natsume-00246|aruku ni hone ha ore n ga , amagu no youi ga nai no de isogu .
kusamakura-by-soseki-natsume-00247|boushi kara a ma dare ga potaripotari to otsuru goro , goroku kan sakiki kara , suzu no oto ga shi te , kuroi naka kara ,
kusamakura-by-soseki-natsume-00248|mago ga fuu to araware ta . ( koko ra ni yasumu tokoro ha nai ka ne
kusamakura-by-soseki-natsume-00249|) ( mou juu go chou iku to chaya ga ari masu yo . daibu nure ta ne
kusamakura-by-soseki-natsume-00250|) mada juu go chou ka to , furimui te iru uchi ni ,
kusamakura-by-soseki-natsume-00251|mago no sugata ha kagee no you ni ame ni tsutsuma re te , mata fuu to kie ta .
kusamakura-by-soseki-natsume-00252|nuka no you ni mie ta tsubu ha shidai ni futoku nagaku natsu te ,
kusamakura-by-soseki-natsume-00253|ima ha hitosuji goto ni kaze ni maka reru sama made ga me ni iru .
kusamakura-by-soseki-natsume-00254|haori ha tokuni nure tsukushi te hadagi ni shimikon da mizu ga ,
kusamakura-by-soseki-natsume-00255|karada no nukumori de namaatatakaku kanze rareru .
kusamakura-by-soseki-natsume-00256|kimochi ga warui kara , bou wo katamuke te , sutasuta aruku .
kusamakura-by-soseki-natsume-00257|boubou taru usuzumi iro no sekai wo , iku jou no gin sen ga naname ni hashiru naka wo ,
kusamakura-by-soseki-natsume-00258|hitaburu ni nure te iku ware wo , ware nara nu nin no sugata to omoe ba , shi ni mo naru , ku ni mo yoma reru .
kusamakura-by-soseki-natsume-00259|aritei naru onore wo wasure tsukushi te jun kyakkan ni me wo tsukuru toki , hajime te ware ha gachuu no jinbutsu to shi te , shizen no keibutsu to utsukushiki chouwa wo tamotsu .
kusamakura-by-soseki-natsume-00260|tada furu ame no kokorogurushiku te , fumu ashi no tsukare taru wo ki ni kakeru shunkan ni ,
kusamakura-by-soseki-natsume-00261|ware ha sudeni shi naka no nin ni mo ara zu , gari no nin ni mo ara zu .
kusamakura-by-soseki-natsume-00262|izen to shi te shisei no ichi ju shi ni sugi nu . un'en
kusamakura-by-soseki-natsume-00263|hi dou no omomuki mo me ni ira nu .
kusamakura-by-soseki-natsume-00264|rakka teichou no nasake mo kokoro ni ukaba nu .
kusamakura-by-soseki-natsume-00265|shou shou to shi te hitori shun zan wo iku ware no ,
kusamakura-by-soseki-natsume-00266|ikani utsukushiki ka ha naosara ni kai se nu .
kusamakura-by-soseki-natsume-00267|hajime ha bou wo katamuke te aru i ta . nochi ni ha tada ashi no kou nomi wo kentsume te aru i ta .
kusamakura-by-soseki-natsume-00268|owari ni ha kata wo subome te , osoruosoru hokou ta .
kusamakura-by-soseki-natsume-00269|ame ha ma n moku no jushou wo ugokashi te shi hou yori ko kaku ni semaru .
kusamakura-by-soseki-natsume-00270|hi ninjou ga chito kyou sugi ta you da . shou owari
kusamakura-by-soseki-natsume-00271|no kishi ta kara oku wo nozoku to susuke ta shouji ga tate kitsu te aru .
kusamakura-by-soseki-natsume-00272|mukougawa ha mie nai . goroku ashi no waraji ga sabishi sou ni hisashi kara tsurusa re te , kutsu taku ge ni
kusamakura-by-soseki-natsume-00273|furari furari to yureru . shita ni da gashi no hako ga san tsu bakari naran de ,
kusamakura-by-soseki-natsume-00274|soba ni go rin sen to bun kyuu sen ga chirabatsu te iru .
kusamakura-by-soseki-natsume-00275|( oi ) to mata koe wo kakeru . doma no sumi ni katayosese te aru usu no ue ni ,
kusamakura-by-soseki-natsume-00276|fukure te i ta niwatori ga , kyouroi te me wo samasu .
kusamakura-by-soseki-natsume-00277|kukuku , kukuku to sawagi dasu . shikii no soto ni
kusamakura-by-soseki-natsume-00278|do bettsui ga , imashigata no ame ni nure te , hanbun hodo shoku ga kaetsu teru ue ni , makkuro na cha gama ga kake te aru ga , tsuchi no chagama ka , gin no chagama ka wakara nai .
kusamakura-by-soseki-natsume-00279|saiwai shita hatakitsuke te aru . henji ga nai kara ,
kusamakura-by-soseki-natsume-00280|mudan de zutto haitsu te , shougi no ue he koshi wo oroshi ta .
kusamakura-by-soseki-natsume-00281|niwatori ha habataki wo shi te usu kara tobioriru . kondo ha tatami no ue heagatsu ta .
kusamakura-by-soseki-natsume-00282|shouji ga shime te nakere ba oku made kakenukeru ki ka mo shire nai .
kusamakura-by-soseki-natsume-00283|osu ga futoi koe de koke kko kko to iu to ,
kusamakura-by-soseki-natsume-00284|mesu ga komai koe de keketsu kokko to iu .
kusamakura-by-soseki-natsume-00285|marude yo wo kitsune ka inu no you ni kangae te iru rashii .
kusamakura-by-soseki-natsume-00286|shougi no ue ni ha isshou masu hodo na ta ba kobon ga kansei ni hikae te ,
kusamakura-by-soseki-natsume-00287|naka ni ha toguro wo mai ta senkou ga , nichi no utsuru no wo shira nu kao de , sukoburu yuuchou ni ibutsu te iru .
kusamakura-by-soseki-natsume-00288|ame ha shidai ni osamaru . shibaraku suru to , oku no hou kara ashioto ga shi te ,
kusamakura-by-soseki-natsume-00289|susuke ta shouji ga sarari to aku . naka kara hitori no baa san ga deru .
kusamakura-by-soseki-natsume-00290|douse dare ka deru darou to ha omotsu te i ta .
kusamakura-by-soseki-natsume-00291|he tsuini hi ha moe te iru . kashi hako no ue ni sen ga chirabatsu te iru .
kusamakura-by-soseki-natsume-00292|senkou ha nonki ni ibutsu te iru . douse deru ni ha kimatsu te iru .
kusamakura-by-soseki-natsume-00293|shikashi jibun no mise wo akehanashi te mo
kusamakura-by-soseki-natsume-00294|ku ni nara nai to mieru tokoro ga , sukoshi miyako to ha chigatsu te iru .
kusamakura-by-soseki-natsume-00295|henji ga nai no ni shougi ni koshi wo kake te ,
kusamakura-by-soseki-natsume-00296|itsu made mo matsu teru no mo sukoshi nijuu seiki to ha uketore nai .
kusamakura-by-soseki-natsume-00297|koko ra ga hi ninjou de omoshiroi . sono ue shutsu te rai ta baa san no kao ga ki ni itsutsu ta .
kusamakura-by-soseki-natsume-00298|nisan nen mae houshou no butai de takasago wo ken ta koto ga aru .
kusamakura-by-soseki-natsume-00299|sono toki kore ha utsukushii katsu jin ga da to omotsu ta .
kusamakura-by-soseki-natsume-00300|houki wo katsui da jii san ga hashi gakari wo go roku ho rai te ,
kusamakura-by-soseki-natsume-00301|sorori to ushiromuki ni natsu te , baa san to muiau .
kusamakura-by-soseki-natsume-00302|sono muiau ta shisei ga ima de mo me ni tsuku .
kusamakura-by-soseki-natsume-00303|yo no seki kara ha baa san no kao ga hotondo ma muki ni mie ta kara , aa utsukushii to omotsu ta toki ni , sono hyoujou ha pishari to kokoro no kamera he yakitsui te shimatsu ta .
kusamakura-by-soseki-natsume-00304|saten no baa san no kao ha kono shashin ni chi wo kayowashi ta hodo ji te iru .
kusamakura-by-soseki-natsume-00305|( o baa san , koko wo chotto kari ta yo
kusamakura-by-soseki-natsume-00306|) ( hai , kore ha , ikkou zonji mase n de ) ( daibu futsu ta ne ) ( ainiku na o tenki de ,
kusamakura-by-soseki-natsume-00307|sazo o komari de gyozan sho . oo oo daibu o nure nasatsu ta .
kusamakura-by-soseki-natsume-00308|ima hi wo tai te kawakashi te age masho ) ( soko wo mou sukoshi moshi tsuke te kurere ba ,
kusamakura-by-soseki-natsume-00309|atari nagara kawakasu yo . dou mo sukoshi yasun dara samuku natsu ta ) ( hee ,
kusamakura-by-soseki-natsume-00310|tadaima funi te age masu . maa o cha wo ichi tsu ) to tachiagari nagara ,
kusamakura-by-soseki-natsume-00311|shisshitsu to futa koe de niwatori wo oi sageru . koko koko to ka kedashi ta fuufu ha ,
kusamakura-by-soseki-natsume-00312|koge chairo no tatami kara , da kashi hako no naka wo fumitsuke te , ourai he tobidasu .
kusamakura-by-soseki-natsume-00313|osu no hou ga nigeru toki da kashi no ue he fun wo tare ta .
kusamakura-by-soseki-natsume-00314|( maa ichi tsu ) to baa san ha itsu no ma ni kakuri nuki bon no ue ni chawan wo nose te dasu . cha
kusamakura-by-soseki-natsume-00315|no shoku no kuroku koge te iru soko ni , hito fude ga ki no ume no hana ga san wa mu zousa ni yakitsuke rare te iru . ( o
kusamakura-by-soseki-natsume-00316|kashi wo ) to kondo ha niwatori no fumitsuke ta goma neji to mijin bou wo motsu te kuru .
kusamakura-by-soseki-natsume-00317|fun ha doko zo ni tsui te ora nu ka to nagame te ken ta ga , sore ha hako no naka ni torinokosa re te i ta .
kusamakura-by-soseki-natsume-00318|baa san ha sode nashi no ue kara , tasuki wo kake te , hettsui no mae he uzukumaru .
kusamakura-by-soseki-natsume-00319|yo ha futokoro kara shasei chou wo toridashi te , baa san no yokogao wo utsushi nagara , hanashi wo shikakeru .
kusamakura-by-soseki-natsume-00320|( kansei de ii ne ) ( hee , goran no touri no yama zato de
kusamakura-by-soseki-natsume-00321|) ( uguisu ha naku ka ne ) ( ee mainichi no you ni naki masu .
kusamakura-by-soseki-natsume-00322|koko ra ha natsu mo naki masu ) ( kiki tai na . chittomo bune nai to nao kiki tai
kusamakura-by-soseki-natsume-00323|) ( ainiku kyou ha     sakki no ame de doko zo he nige mashi ta
kusamakura-by-soseki-natsume-00324|) ori kara , kamado no uchi ga , pachipachi to natsu te , akai hi ga satsu to kaze wo okoshi te
kusamakura-by-soseki-natsume-00325|ichi shaku amari fukidasu . ( saa , o atari . sazo o samukaro ) to iu .
kusamakura-by-soseki-natsume-00326|nokiba wo miru to aoi keburi ga , tsukiatsu te kuzure nagara ni , kasuka na ato wo mada i ta bisashi ni karan de iru .
kusamakura-by-soseki-natsume-00327|( aa , ii kokoromochi da , okage de ikikaetsu ta ) ( ii
kusamakura-by-soseki-natsume-00328|guai ni ame mo hare mashi ta . sora te n gui waga mie dashi mashi ta
kusamakura-by-soseki-natsume-00329|) shun jun to shi te kumori kachi naru haru no sora wo ,
kusamakura-by-soseki-natsume-00330|modokashi to bakari ni fukiharau yamaarashi no , omoikiri yoku tourinuke ta ze n zan no ikkaku ha ,
kusamakura-by-soseki-natsume-00331|miren mo naku hare tsukushi te , rou u no sasasu kata ni
kusamakura-by-soseki-natsume-00332|san gan to , arakezuri no hashira no gotoku sobieru no ga tengu iwa da sou da .
kusamakura-by-soseki-natsume-00333|yo ha mazu tengu gan wo nagame te , tsugi ni baa san wo nagame te , san do me ni ha han han ni ryouhou wo mikurabe ta .
kusamakura-by-soseki-natsume-00334|gaka to shi te yo ga atama no naka ni sonzai suru baa san no kao ha
kusamakura-by-soseki-natsume-00335|takasago no baba to , ro setsu no kai ta yama uba nomi de aru .
kusamakura-by-soseki-natsume-00336|ashi yuki no zu wo ken ta toki , risou no baa san ha monosugoi mono da to kanji ta .
kusamakura-by-soseki-natsume-00337|momiji no naka ka , samui gatsu no shita ni oku beki mono to kangae ta .
kusamakura-by-soseki-natsume-00338|houshou no betsu ka i nou wo miru ni oyon de , naruhodo roujo ni mo
kusamakura-by-soseki-natsume-00339|konna yasashii hyoujou ga ari eru mono ka to kyouroi ta .
kusamakura-by-soseki-natsume-00340|ano men ha sadamete meijin no kizan da mono darou .
kusamakura-by-soseki-natsume-00341|oshii koto ni sakusha no mei ha kikiotoshi ta ga , roujin mo kou arawase ba ,
kusamakura-by-soseki-natsume-00342|yutaka ni , odayaka ni , atataka ni mieru . kin byou ni mo , haruka zeni mo ,
kusamakura-by-soseki-natsume-00343|aru ha sakura ni mo ashiratsu te sashitsukae nai dougu de aru . yo ha tengu iwa yori ha ,
kusamakura-by-soseki-natsume-00344|koshi wo noshi te , te wo kazashi te , tooku mukou wo yubisashi te iru , sode nashi sugata no baa san wo ,
kusamakura-by-soseki-natsume-00345|haru no yama ji no keibutsu to shi te kakkou na mono da to kangae ta .
kusamakura-by-soseki-natsume-00346|yo ga shasei chou wo toriage te , ima shibaraku to iu totan ni , baa san no shisei ha kuzure ta .
kusamakura-by-soseki-natsume-00347|te mochi bu sata ni shasei chou wo , hi ni ate te kawakashi nagara ,
kusamakura-by-soseki-natsume-00348|( o baa san , joubu sou da ne ) to tazune ta . ( hai . arigatai koto ni tassha de
kusamakura-by-soseki-natsume-00349|-   hari mo mochi masu , o mou mi masu , o dango no komo hiki masu
kusamakura-by-soseki-natsume-00350|) kono o baa san ni ishi usu wo hikashi te ken taku natsu ta .
kusamakura-by-soseki-natsume-00351|shikashi sonna chuumon mo deki nu kara , ( koko kara na koi made ha
kusamakura-by-soseki-natsume-00352|ichi sato tara zu datsu ta ne ) to betsu na koto wo kii te miru .
kusamakura-by-soseki-natsume-00353|( hai , nijuu hachi chou to moushi masu . danna ha touji ni okoshi de
kusamakura-by-soseki-natsume-00354|… … ) ( komiawa nakere ba , sukoshi to u ryuu shiyou ka to omou ga , maa ki ga muke ba sa
kusamakura-by-soseki-natsume-00355|) ( ie , sensou ga hajimari mashi te kara , tonto mairu mono ha gozai mase n .
kusamakura-by-soseki-natsume-00356|marude shimekiri douyou de gozai masu ) ( myou na koto da ne . sore ja tome te kure nai ka mo shire n ne
kusamakura-by-soseki-natsume-00357|) ( ie , o tanomi ni nare ba itsu de motome masu ) ( yadoya ha tatta ichi ken datsu ta ne
kusamakura-by-soseki-natsume-00358|) ( hee , shiho da san to o kiki ni nare ba sugu wakari masu . mura no mono mochi de ,
kusamakura-by-soseki-natsume-00359|touji ba da ka , inkyo tokoro da ka wakari mase n
kusamakura-by-soseki-natsume-00360|) ( ja o kyaku ga naku te mo heiki na wake da ) ( danna ha hajimete de ) ( iya ,
kusamakura-by-soseki-natsume-00361|hisashii izen chotto itsu ta koto ga aru ) kaiwa ha chotto togireru .
kusamakura-by-soseki-natsume-00362|choumen wo ake te sakki no niwatori wo shizuka ni shasei shi te iru to , ochitsui ta mimi no soko he
kusamakura-by-soseki-natsume-00363|jaran jaran to iu uma no suzu ga kikoe dashi ta .
kusamakura-by-soseki-natsume-00364|kono koe ga onozuto , hyoushi wo totsu te atama no naka ni isshu no choushi ga dekiru .
kusamakura-by-soseki-natsume-00365|nemuri nagara , yume ni tonari no usu no oto ni sasowa reru you na kokoromochi de aru .
kusamakura-by-soseki-natsume-00366|yo ha niwatori no shasei wo yame te , onaji peeji no haji ni ,
kusamakura-by-soseki-natsume-00367|harukaze yai nen ga mimi ni uma no suzu to kai te ken ta .
kusamakura-by-soseki-natsume-00368|yama wo nobotsu te kara , uma ni ha go roku hiki atsu ta .
kusamakura-by-soseki-natsume-00369|atsu ta goroku hiki ha mina haragake wo kake te , suzu wo narashi te iru . ima no yo no uma to ha omowa re nai .
kusamakura-by-soseki-natsume-00370|yagate nodoka na magou ta ga , haru ni fuke taku uza n i chiro no yume wo yaburu .
kusamakura-by-soseki-natsume-00371|aware no soko ni kiraku na kyou ga komotsu te , dou kangae te mo e ni kai ta koe da .
kusamakura-by-soseki-natsume-00372|magou ta no suzu ka etsu yuru ya haru no ame to , kondo ha hasu ni kakitsuke ta ga ,
kusamakura-by-soseki-natsume-00373|kai te ken te , kore ha jibun no ku de nai to ki ga tsui ta . ( mata
kusamakura-by-soseki-natsume-00374|dare zo rai mashi ta ) to baa san ga nakaba hitorigoto no you ni iu .
kusamakura-by-soseki-natsume-00375|tada hitosuji no haru no michi da kara , iku mo kaeru mo mina chikazuki to mieru .
kusamakura-by-soseki-natsume-00376|saizen o uta goroku hiki no jaran jaran mo kotogotoku kono baa san no hara no naka de
kusamakura-by-soseki-natsume-00377|mata dare zo rai ta to omowa re te ha yama wo kudari , omowa re te ha yama wo nobotsu ta no darou .
kusamakura-by-soseki-natsume-00378|michi ja ku maku to kokon no haru wo tsuranui te , hana wo itoe ba ashi wo chaku kuru ni chi nakikomu ra ni ,
kusamakura-by-soseki-natsume-00379|baa san ha iku nen no mukashi kara jaran , jaran wo kazoe tsukushi te , konnichi no haku tou ni itatsu ta no darou .
kusamakura-by-soseki-natsume-00380|ma go uta ya shiraga mo some de kure ruru haru
kusamakura-by-soseki-natsume-00381|to tsugi no peeji he shitatame ta ga , kore de ha jibun no kanji wo ii oose nai ,
kusamakura-by-soseki-natsume-00382|mou sukoshiku fuu no ari sou na mono da to , enpitsu no saki wo kentsume nagara kangae ta .
kusamakura-by-soseki-natsume-00383|nani de mo shiraga to iu ji wo ire te ,
kusamakura-by-soseki-natsume-00384|ikuyo no fushi to iu ku wo ire te , magouta to iu dai mo ire te ,
kusamakura-by-soseki-natsume-00385|haru no ki mo kuwae te , sore wo juu shichi ji ni matome tai to kufuu shi te iru uchi ni ,
kusamakura-by-soseki-natsume-00386|( hai , kyou ha ) to jitsubutsu no mago ga misesaki ni tomatsu te ookina koe wo kakeru .
kusamakura-by-soseki-natsume-00387|( oya gen san ka . mata jouka he iku ka i
kusamakura-by-soseki-natsume-00388|) ( nani ka kaimono ga aru nara tanoma re te ageyo ) ( sou sa , kaji chou wo kayotsu tara ,
kusamakura-by-soseki-natsume-00389|musume ni rei ganji no o fuda wo ichi mai moratsu te ki te okure nasai
kusamakura-by-soseki-natsume-00390|) ( hai , moratsu te ki yo . ichi mai ka .     o aki san ha yoi tokoro he katazui te shiawase da . na , oba san
kusamakura-by-soseki-natsume-00391|) ( arigatai koto ni konnichi ni ha komari mase n .
kusamakura-by-soseki-natsume-00392|maa shiawase to iu no daro ka ) ( shiawase tomo , omae .
kusamakura-by-soseki-natsume-00393|ano na koi no jou sama to kurabe te goran ) ( hontou ni o kinodoku na . anna kiryou wo motsu te .
kusamakura-by-soseki-natsume-00394|chikagoro ha chitto ha guai ga ii ka i ) ( naani , sou kawara zu sa
kusamakura-by-soseki-natsume-00395|) ( komaru naa ) to baa san ga ookina iki wo tsuku .
kusamakura-by-soseki-natsume-00396|( komaru you ) to gen san ga uma no hana wo naderu .
kusamakura-by-soseki-natsume-00397|eda shigeki yamazakura no ha mo hana mo , fukai sora kara ochi ta mama naru ame no katamari wo ,
kusamakura-by-soseki-natsume-00398|shippori to yadoshi te i ta ga , kono toki wataru kaze ni ashi wo sukuwa re te , itatamare zu ni , kari no sumai wo , sarasara to korogeochiru .
kusamakura-by-soseki-natsume-00399|uma ha kyouroi te , nagai tategami wo u e shi ta ni furu . ( koora tsu ) to shikaritsukeru gen san no koe ga ,
kusamakura-by-soseki-natsume-00400|jaran , jaran to tomo ni yo no mei sou wo yaburu . o baa san ga iu .
kusamakura-by-soseki-natsume-00401|( gen san , watasha , o yomeiri no toki no sugata ga , ma dame saki ni chiratsui te iru .
kusamakura-by-soseki-natsume-00402|suso moyou no furi sode ni , takashi mada de , uma ni joutsu te
kusamakura-by-soseki-natsume-00403|… … ) ( sou sa , fune de ha nakatsu ta . uma de atsu ta . yahari koko de yasun de itsu ta na , oba san
kusamakura-by-soseki-natsume-00404|) ( ai , sono sakura no shita de jou sama no uma ga tomatsu ta toki , sakura no hana ga horohoro to ochi te , sekkaku no shimada ni fu ga deki mashi ta
kusamakura-by-soseki-natsume-00405|) yo ha mata shasei chou wo akeru . kono keshiki ha e ni mo naru , shi ni mo naru .
